Name,Weapon Type,Rarity,Balance,Category,Min Parts,Max Parts,Weight,Part,Dependencies,Excluders
Atlas,ARs,01/Common,Balance_ATL_AR_01_Common,TRACKING METHOD,1,1,0.5,Part_AR_ATL_Tracker_02,,
Atlas,ARs,01/Common,Balance_ATL_AR_01_Common,TRACKING METHOD,1,1,1,Part_AR_ATL_Tracker_03,,
Atlas,ARs,01/Common,Balance_ATL_AR_01_Common,MAGAZINE,1,1,1,Part_AR_ATL_Mag_01,,
Atlas,ARs,01/Common,Balance_ATL_AR_01_Common,MAGAZINE,1,1,1,Part_AR_ATL_Mag_02,,
Atlas,ARs,01/Common,Balance_ATL_AR_01_Common,MAGAZINE,1,1,1,Part_AR_ATL_Mag_03,,
Atlas,ARs,01/Common,Balance_ATL_AR_01_Common,GRIP,1,1,1,Part_AR_ATL_Grip_01,,
Atlas,ARs,01/Common,Balance_ATL_AR_01_Common,GRIP,1,1,1,Part_AR_ATL_Grip_02,,
Atlas,ARs,01/Common,Balance_ATL_AR_01_Common,GRIP,1,1,1,Part_AR_ATL_Grip_03,,
Atlas,ARs,01/Common,Balance_ATL_AR_01_Common,GRIP,1,1,1,Part_AR_ATL_Grip_04,,
Atlas,ARs,01/Common,Balance_ATL_AR_01_Common,FOREGRIP,1,1,1,None,,
Atlas,ARs,01/Common,Balance_ATL_AR_01_Common,FOREGRIP,1,1,1,Part_AR_ATL_Foregrip_01,,
Atlas,ARs,01/Common,Balance_ATL_AR_01_Common,FOREGRIP,1,1,1,Part_AR_ATL_Foregrip_02,,
Atlas,ARs,01/Common,Balance_ATL_AR_01_Common,FOREGRIP,1,1,1,Part_AR_ATL_Foregrip_03,,
Atlas,ARs,01/Common,Balance_ATL_AR_01_Common,FOREGRIP,1,1,1,Part_AR_ATL_Foregrip_04,,
Atlas,ARs,01/Common,Balance_ATL_AR_01_Common,SCOPE,1,1,1,Part_AR_ATL_Scope_01,,
Atlas,ARs,01/Common,Balance_ATL_AR_01_Common,SCOPE,1,1,1,Part_AR_ATL_Scope_02,,
Atlas,ARs,01/Common,Balance_ATL_AR_01_Common,SCOPE,1,1,1,Part_AR_ATL_Scope_03,,
Atlas,ARs,01/Common,Balance_ATL_AR_01_Common,MATERIAL,1,1,1,Part_AR_ATL_Material_01_Common,,
Atlas,ARs,02/Uncommon,Balance_ATL_AR_02_UnCommon,BODY,1,1,1,Part_ATL_AR_Body,,
Atlas,ARs,02/Uncommon,Balance_ATL_AR_02_UnCommon,BODY ACCESSORY,1,2,1,Part_ATL_AR_Body_A,Part_ATL_AR_Body,
Atlas,ARs,02/Uncommon,Balance_ATL_AR_02_UnCommon,BODY ACCESSORY,1,2,1,Part_ATL_AR_Body_B,Part_ATL_AR_Body,
Atlas,ARs,02/Uncommon,Balance_ATL_AR_02_UnCommon,BODY ACCESSORY,1,2,1,Part_ATL_AR_Body_C,Part_ATL_AR_Body,
Atlas,ARs,02/Uncommon,Balance_ATL_AR_02_UnCommon,BARREL,1,1,1,Part_AR_ATL_Barrel_01,,
Atlas,ARs,02/Uncommon,Balance_ATL_AR_02_UnCommon,BARREL,1,1,1,Part_AR_ATL_Barrel_02,,
Atlas,ARs,02/Uncommon,Balance_ATL_AR_02_UnCommon,BARREL,1,1,1,Part_AR_ATL_Barrel_03,,
Atlas,ARs,02/Uncommon,Balance_ATL_AR_02_UnCommon,BARREL ACCESSORY,1,1,1,Part_AR_ATL_Barrel_01_A,,"Part_AR_ATL_Barrel_02, Part_AR_ATL_Barrel_03"
Atlas,ARs,02/Uncommon,Balance_ATL_AR_02_UnCommon,BARREL ACCESSORY,1,1,1,Part_AR_ATL_Barrel_01_B,,"Part_AR_ATL_Barrel_02, Part_AR_ATL_Barrel_03"
Atlas,ARs,02/Uncommon,Balance_ATL_AR_02_UnCommon,BARREL ACCESSORY,1,1,1,Part_AR_ATL_Barrel_01_C,,"Part_AR_ATL_Barrel_02, Part_AR_ATL_Barrel_03"
Atlas,ARs,02/Uncommon,Balance_ATL_AR_02_UnCommon,BARREL ACCESSORY,1,1,1,Part_AR_ATL_Barrel_02_A,,"Part_AR_ATL_Barrel_01, Part_AR_ATL_Barrel_03"
Atlas,ARs,02/Uncommon,Balance_ATL_AR_02_UnCommon,BARREL ACCESSORY,1,1,1,Part_AR_ATL_Barrel_02_B,,"Part_AR_ATL_Barrel_01, Part_AR_ATL_Barrel_03"
Atlas,ARs,02/Uncommon,Balance_ATL_AR_02_UnCommon,BARREL ACCESSORY,1,1,1,Part_AR_ATL_Barrel_02_C,,"Part_AR_ATL_Barrel_01, Part_AR_ATL_Barrel_03"
Atlas,ARs,02/Uncommon,Balance_ATL_AR_02_UnCommon,BARREL ACCESSORY,1,1,1,Part_AR_ATL_Barrel_03_A,,"Part_AR_ATL_Barrel_01, Part_AR_ATL_Barrel_02"
Atlas,ARs,02/Uncommon,Balance_ATL_AR_02_UnCommon,BARREL ACCESSORY,1,1,1,Part_AR_ATL_Barrel_03_B,,"Part_AR_ATL_Barrel_01, Part_AR_ATL_Barrel_02"
Atlas,ARs,02/Uncommon,Balance_ATL_AR_02_UnCommon,BARREL ACCESSORY,1,1,1,Part_AR_ATL_Barrel_03_C,,"Part_AR_ATL_Barrel_01, Part_AR_ATL_Barrel_02"
Atlas,ARs,02/Uncommon,Balance_ATL_AR_02_UnCommon,TRACKING METHOD,1,1,0.75,Part_AR_ATL_Tracker_01,,
Atlas,ARs,02/Uncommon,Balance_ATL_AR_02_UnCommon,TRACKING METHOD,1,1,0.75,Part_AR_ATL_Tracker_02,,
Atlas,ARs,02/Uncommon,Balance_ATL_AR_02_UnCommon,TRACKING METHOD,1,1,1,Part_AR_ATL_Tracker_03,,
Atlas,ARs,02/Uncommon,Balance_ATL_AR_02_UnCommon,MAGAZINE,1,1,1,Part_AR_ATL_Mag_01,,
Atlas,ARs,02/Uncommon,Balance_ATL_AR_02_UnCommon,MAGAZINE,1,1,1,Part_AR_ATL_Mag_02,,
Atlas,ARs,02/Uncommon,Balance_ATL_AR_02_UnCommon,MAGAZINE,1,1,1,Part_AR_ATL_Mag_03,,
Atlas,ARs,02/Uncommon,Balance_ATL_AR_02_UnCommon,GRIP,1,1,1,Part_AR_ATL_Grip_01,,
Atlas,ARs,02/Uncommon,Balance_ATL_AR_02_UnCommon,GRIP,1,1,1,Part_AR_ATL_Grip_02,,
Atlas,ARs,02/Uncommon,Balance_ATL_AR_02_UnCommon,GRIP,1,1,1,Part_AR_ATL_Grip_03,,
Atlas,ARs,02/Uncommon,Balance_ATL_AR_02_UnCommon,GRIP,1,1,1,Part_AR_ATL_Grip_04,,
Atlas,ARs,02/Uncommon,Balance_ATL_AR_02_UnCommon,FOREGRIP,1,1,1,None,,
Atlas,ARs,02/Uncommon,Balance_ATL_AR_02_UnCommon,FOREGRIP,1,1,1,Part_AR_ATL_Foregrip_01,,
Atlas,ARs,02/Uncommon,Balance_ATL_AR_02_UnCommon,FOREGRIP,1,1,1,Part_AR_ATL_Foregrip_02,,
Atlas,ARs,02/Uncommon,Balance_ATL_AR_02_UnCommon,FOREGRIP,1,1,1,Part_AR_ATL_Foregrip_03,,
Atlas,ARs,02/Uncommon,Balance_ATL_AR_02_UnCommon,FOREGRIP,1,1,1,Part_AR_ATL_Foregrip_04,,
Atlas,ARs,02/Uncommon,Balance_ATL_AR_02_UnCommon,SCOPE,1,1,1,Part_AR_ATL_Scope_01,,
Atlas,ARs,02/Uncommon,Balance_ATL_AR_02_UnCommon,SCOPE,1,1,1,Part_AR_ATL_Scope_02,,
Atlas,ARs,02/Uncommon,Balance_ATL_AR_02_UnCommon,SCOPE,1,1,1,Part_AR_ATL_Scope_03,,
Atlas,ARs,02/Uncommon,Balance_ATL_AR_02_UnCommon,MATERIAL,1,1,1,Part_AR_ATL_Material_02_UnCommon,,
Atlas,ARs,03/Rare,Balance_ATL_AR_03_Rare,BODY,1,1,1,Part_ATL_AR_Body,,
Atlas,ARs,03/Rare,Balance_ATL_AR_03_Rare,BODY ACCESSORY,2,3,1,Part_ATL_AR_Body_A,Part_ATL_AR_Body,
Atlas,ARs,03/Rare,Balance_ATL_AR_03_Rare,BODY ACCESSORY,2,3,1,Part_ATL_AR_Body_B,Part_ATL_AR_Body,
Atlas,ARs,03/Rare,Balance_ATL_AR_03_Rare,BODY ACCESSORY,2,3,1,Part_ATL_AR_Body_C,Part_ATL_AR_Body,
Atlas,ARs,03/Rare,Balance_ATL_AR_03_Rare,BARREL,1,1,1,Part_AR_ATL_Barrel_01,,
Atlas,ARs,03/Rare,Balance_ATL_AR_03_Rare,BARREL,1,1,1,Part_AR_ATL_Barrel_02,,
Atlas,ARs,03/Rare,Balance_ATL_AR_03_Rare,BARREL,1,1,1,Part_AR_ATL_Barrel_03,,
Atlas,ARs,03/Rare,Balance_ATL_AR_03_Rare,BARREL ACCESSORY,1,2,1,Part_AR_ATL_Barrel_01_A,,"Part_AR_ATL_Barrel_02, Part_AR_ATL_Barrel_03"
Atlas,ARs,03/Rare,Balance_ATL_AR_03_Rare,BARREL ACCESSORY,1,2,1,Part_AR_ATL_Barrel_01_B,,"Part_AR_ATL_Barrel_02, Part_AR_ATL_Barrel_03"
Atlas,ARs,03/Rare,Balance_ATL_AR_03_Rare,BARREL ACCESSORY,1,2,1,Part_AR_ATL_Barrel_01_C,,"Part_AR_ATL_Barrel_02, Part_AR_ATL_Barrel_03"
Atlas,ARs,03/Rare,Balance_ATL_AR_03_Rare,BARREL ACCESSORY,1,2,1,Part_AR_ATL_Barrel_02_A,,"Part_AR_ATL_Barrel_01, Part_AR_ATL_Barrel_03"
Atlas,ARs,03/Rare,Balance_ATL_AR_03_Rare,BARREL ACCESSORY,1,2,1,Part_AR_ATL_Barrel_02_B,,"Part_AR_ATL_Barrel_01, Part_AR_ATL_Barrel_03"
Atlas,ARs,03/Rare,Balance_ATL_AR_03_Rare,BARREL ACCESSORY,1,2,1,Part_AR_ATL_Barrel_02_C,,"Part_AR_ATL_Barrel_01, Part_AR_ATL_Barrel_03"
Atlas,ARs,03/Rare,Balance_ATL_AR_03_Rare,BARREL ACCESSORY,1,2,1,Part_AR_ATL_Barrel_03_A,,"Part_AR_ATL_Barrel_01, Part_AR_ATL_Barrel_02"
Atlas,ARs,03/Rare,Balance_ATL_AR_03_Rare,BARREL ACCESSORY,1,2,1,Part_AR_ATL_Barrel_03_B,,"Part_AR_ATL_Barrel_01, Part_AR_ATL_Barrel_02"
Atlas,ARs,03/Rare,Balance_ATL_AR_03_Rare,BARREL ACCESSORY,1,2,1,Part_AR_ATL_Barrel_03_C,,"Part_AR_ATL_Barrel_01, Part_AR_ATL_Barrel_02"
Atlas,ARs,03/Rare,Balance_ATL_AR_03_Rare,TRACKING METHOD,1,1,1,Part_AR_ATL_Tracker_01,,
Atlas,ARs,03/Rare,Balance_ATL_AR_03_Rare,TRACKING METHOD,1,1,1,Part_AR_ATL_Tracker_02,,
Atlas,ARs,03/Rare,Balance_ATL_AR_03_Rare,TRACKING METHOD,1,1,1,Part_AR_ATL_Tracker_03,,
Atlas,ARs,03/Rare,Balance_ATL_AR_03_Rare,MAGAZINE,1,1,1,Part_AR_ATL_Mag_01,,
Atlas,ARs,03/Rare,Balance_ATL_AR_03_Rare,MAGAZINE,1,1,1,Part_AR_ATL_Mag_02,,
Atlas,ARs,03/Rare,Balance_ATL_AR_03_Rare,MAGAZINE,1,1,1,Part_AR_ATL_Mag_03,,
Atlas,ARs,03/Rare,Balance_ATL_AR_03_Rare,GRIP,1,1,1,Part_AR_ATL_Grip_01,,
Atlas,ARs,03/Rare,Balance_ATL_AR_03_Rare,GRIP,1,1,1,Part_AR_ATL_Grip_02,,
Atlas,ARs,03/Rare,Balance_ATL_AR_03_Rare,GRIP,1,1,1,Part_AR_ATL_Grip_03,,
Atlas,ARs,03/Rare,Balance_ATL_AR_03_Rare,GRIP,1,1,1,Part_AR_ATL_Grip_04,,
Atlas,ARs,03/Rare,Balance_ATL_AR_03_Rare,FOREGRIP,1,1,1,None,,
Atlas,ARs,03/Rare,Balance_ATL_AR_03_Rare,FOREGRIP,1,1,1,Part_AR_ATL_Foregrip_01,,
Atlas,ARs,03/Rare,Balance_ATL_AR_03_Rare,FOREGRIP,1,1,1,Part_AR_ATL_Foregrip_02,,
Atlas,ARs,03/Rare,Balance_ATL_AR_03_Rare,FOREGRIP,1,1,1,Part_AR_ATL_Foregrip_03,,
Atlas,ARs,03/Rare,Balance_ATL_AR_03_Rare,FOREGRIP,1,1,1,Part_AR_ATL_Foregrip_04,,
Atlas,ARs,03/Rare,Balance_ATL_AR_03_Rare,SCOPE,1,1,1,Part_AR_ATL_Scope_01,,
Atlas,ARs,03/Rare,Balance_ATL_AR_03_Rare,SCOPE,1,1,1,Part_AR_ATL_Scope_02,,
Atlas,ARs,03/Rare,Balance_ATL_AR_03_Rare,SCOPE,1,1,1,Part_AR_ATL_Scope_03,,
Atlas,ARs,03/Rare,Balance_ATL_AR_03_Rare,MATERIAL,1,1,1,Part_AR_ATL_Material_03_Rare,,
Atlas,ARs,04/Very Rare,Balance_ATL_AR_04_VeryRare,BODY,1,1,1,Part_ATL_AR_Body,,
Atlas,ARs,04/Very Rare,Balance_ATL_AR_04_VeryRare,BODY ACCESSORY,3,3,1,Part_ATL_AR_Body_A,Part_ATL_AR_Body,
Atlas,ARs,04/Very Rare,Balance_ATL_AR_04_VeryRare,BODY ACCESSORY,3,3,1,Part_ATL_AR_Body_B,Part_ATL_AR_Body,
Atlas,ARs,04/Very Rare,Balance_ATL_AR_04_VeryRare,BODY ACCESSORY,3,3,1,Part_ATL_AR_Body_C,Part_ATL_AR_Body,
Atlas,ARs,04/Very Rare,Balance_ATL_AR_04_VeryRare,BARREL,1,1,1,Part_AR_ATL_Barrel_01,,
Atlas,ARs,04/Very Rare,Balance_ATL_AR_04_VeryRare,BARREL,1,1,1,Part_AR_ATL_Barrel_02,,
Atlas,ARs,04/Very Rare,Balance_ATL_AR_04_VeryRare,BARREL,1,1,1,Part_AR_ATL_Barrel_03,,
Atlas,ARs,04/Very Rare,Balance_ATL_AR_04_VeryRare,BARREL ACCESSORY,2,3,1,Part_AR_ATL_Barrel_01_A,,"Part_AR_ATL_Barrel_02, Part_AR_ATL_Barrel_03"
Atlas,ARs,04/Very Rare,Balance_ATL_AR_04_VeryRare,BARREL ACCESSORY,2,3,1,Part_AR_ATL_Barrel_01_B,,"Part_AR_ATL_Barrel_02, Part_AR_ATL_Barrel_03"
Atlas,ARs,04/Very Rare,Balance_ATL_AR_04_VeryRare,BARREL ACCESSORY,2,3,1,Part_AR_ATL_Barrel_01_C,,"Part_AR_ATL_Barrel_02, Part_AR_ATL_Barrel_03"
Atlas,ARs,04/Very Rare,Balance_ATL_AR_04_VeryRare,BARREL ACCESSORY,2,3,1,Part_AR_ATL_Barrel_02_A,,"Part_AR_ATL_Barrel_01, Part_AR_ATL_Barrel_03"
Atlas,ARs,04/Very Rare,Balance_ATL_AR_04_VeryRare,BARREL ACCESSORY,2,3,1,Part_AR_ATL_Barrel_02_B,,"Part_AR_ATL_Barrel_01, Part_AR_ATL_Barrel_03"
Atlas,ARs,04/Very Rare,Balance_ATL_AR_04_VeryRare,BARREL ACCESSORY,2,3,1,Part_AR_ATL_Barrel_02_C,,"Part_AR_ATL_Barrel_01, Part_AR_ATL_Barrel_03"
Atlas,ARs,04/Very Rare,Balance_ATL_AR_04_VeryRare,BARREL ACCESSORY,2,3,1,Part_AR_ATL_Barrel_03_A,,"Part_AR_ATL_Barrel_01, Part_AR_ATL_Barrel_02"
Atlas,ARs,04/Very Rare,Balance_ATL_AR_04_VeryRare,BARREL ACCESSORY,2,3,1,Part_AR_ATL_Barrel_03_B,,"Part_AR_ATL_Barrel_01, Part_AR_ATL_Barrel_02"
Atlas,ARs,04/Very Rare,Balance_ATL_AR_04_VeryRare,BARREL ACCESSORY,2,3,1,Part_AR_ATL_Barrel_03_C,,"Part_AR_ATL_Barrel_01, Part_AR_ATL_Barrel_02"
Atlas,ARs,04/Very Rare,Balance_ATL_AR_04_VeryRare,TRACKING METHOD,1,1,1,Part_AR_ATL_Tracker_01,,
Atlas,ARs,04/Very Rare,Balance_ATL_AR_04_VeryRare,TRACKING METHOD,1,1,1,Part_AR_ATL_Tracker_02,,
Atlas,ARs,04/Very Rare,Balance_ATL_AR_04_VeryRare,TRACKING METHOD,1,1,1,Part_AR_ATL_Tracker_03,,
Atlas,ARs,04/Very Rare,Balance_ATL_AR_04_VeryRare,MAGAZINE,1,1,1,Part_AR_ATL_Mag_01,,
Atlas,ARs,04/Very Rare,Balance_ATL_AR_04_VeryRare,MAGAZINE,1,1,1,Part_AR_ATL_Mag_02,,
Atlas,ARs,04/Very Rare,Balance_ATL_AR_04_VeryRare,MAGAZINE,1,1,1,Part_AR_ATL_Mag_03,,
Atlas,ARs,04/Very Rare,Balance_ATL_AR_04_VeryRare,GRIP,1,1,1,Part_AR_ATL_Grip_01,,
Atlas,ARs,04/Very Rare,Balance_ATL_AR_04_VeryRare,GRIP,1,1,1,Part_AR_ATL_Grip_02,,
Atlas,ARs,04/Very Rare,Balance_ATL_AR_04_VeryRare,GRIP,1,1,1,Part_AR_ATL_Grip_03,,
Atlas,ARs,04/Very Rare,Balance_ATL_AR_04_VeryRare,GRIP,1,1,1,Part_AR_ATL_Grip_04,,
Atlas,ARs,04/Very Rare,Balance_ATL_AR_04_VeryRare,FOREGRIP,1,1,1,None,,
Atlas,ARs,04/Very Rare,Balance_ATL_AR_04_VeryRare,FOREGRIP,1,1,1,Part_AR_ATL_Foregrip_01,,
Atlas,ARs,04/Very Rare,Balance_ATL_AR_04_VeryRare,FOREGRIP,1,1,1,Part_AR_ATL_Foregrip_02,,
Atlas,ARs,04/Very Rare,Balance_ATL_AR_04_VeryRare,FOREGRIP,1,1,1,Part_AR_ATL_Foregrip_03,,
Atlas,ARs,04/Very Rare,Balance_ATL_AR_04_VeryRare,FOREGRIP,1,1,1,Part_AR_ATL_Foregrip_04,,
Atlas,ARs,04/Very Rare,Balance_ATL_AR_04_VeryRare,SCOPE,1,1,1,Part_AR_ATL_Scope_01,,
Atlas,ARs,04/Very Rare,Balance_ATL_AR_04_VeryRare,SCOPE,1,1,1,Part_AR_ATL_Scope_02,,
Atlas,ARs,04/Very Rare,Balance_ATL_AR_04_VeryRare,SCOPE,1,1,1,Part_AR_ATL_Scope_03,,
Atlas,ARs,04/Very Rare,Balance_ATL_AR_04_VeryRare,MATERIAL,1,1,1,Part_AR_ATL_Material_04_VeryRare,,
Atlas,Heavy Weapons,01/Common,Balance_HW_ATL_01_Common,BODY,1,1,1,Part_ATL_Body,,
Atlas,Heavy Weapons,01/Common,Balance_HW_ATL_01_Common,BODY ACCESSORY,0,1,1,Part_ATL_Body_A,Part_ATL_Body,
Atlas,Heavy Weapons,01/Common,Balance_HW_ATL_01_Common,BODY ACCESSORY,0,1,1,Part_ATL_Body_B,Part_ATL_Body,
Atlas,Heavy Weapons,01/Common,Balance_HW_ATL_01_Common,BODY ACCESSORY,0,1,1,Part_ATL_Body_C,Part_ATL_Body,
Atlas,Heavy Weapons,01/Common,Balance_HW_ATL_01_Common,BARREL,1,1,1,Part_ATL_Barrel_01,,
Atlas,Heavy Weapons,01/Common,Balance_HW_ATL_01_Common,BARREL,1,1,1,Part_ATL_Barrel_02,,
Atlas,Heavy Weapons,01/Common,Balance_HW_ATL_01_Common,BARREL,1,1,1,Part_ATL_Barrel_03,,
Atlas,Heavy Weapons,01/Common,Balance_HW_ATL_01_Common,BARREL ACCESSORY,0,1,1,Part_ATL_Barrel_01_A,,"Part_ATL_Barrel_02, Part_ATL_Barrel_03"
Atlas,Heavy Weapons,01/Common,Balance_HW_ATL_01_Common,BARREL ACCESSORY,0,1,1,Part_ATL_Barrel_01_B,,"Part_ATL_Barrel_02, Part_ATL_Barrel_03"
Atlas,Heavy Weapons,01/Common,Balance_HW_ATL_01_Common,BARREL ACCESSORY,0,1,1,Part_ATL_Barrel_01_C,,"Part_ATL_Barrel_02, Part_ATL_Barrel_03"
Atlas,Heavy Weapons,01/Common,Balance_HW_ATL_01_Common,BARREL ACCESSORY,0,1,1,Part_ATL_Barrel_02_A,,"Part_ATL_Barrel_01, Part_ATL_Barrel_03"
Atlas,Heavy Weapons,01/Common,Balance_HW_ATL_01_Common,BARREL ACCESSORY,0,1,1,Part_ATL_Barrel_02_B,,"Part_ATL_Barrel_01, Part_ATL_Barrel_03"
Atlas,Heavy Weapons,01/Common,Balance_HW_ATL_01_Common,BARREL ACCESSORY,0,1,1,Part_ATL_Barrel_02_C,,"Part_ATL_Barrel_01, Part_ATL_Barrel_03"
Atlas,Heavy Weapons,01/Common,Balance_HW_ATL_01_Common,BARREL ACCESSORY,0,1,1,Part_ATL_Barrel_03_A,,"Part_ATL_Barrel_01, Part_ATL_Barrel_02"
Atlas,Heavy Weapons,01/Common,Balance_HW_ATL_01_Common,BARREL ACCESSORY,0,1,1,Part_ATL_Barrel_03_B,,"Part_ATL_Barrel_01, Part_ATL_Barrel_02"
Atlas,Heavy Weapons,01/Common,Balance_HW_ATL_01_Common,BARREL ACCESSORY,0,1,1,Part_ATL_Barrel_03_C,,"Part_ATL_Barrel_01, Part_ATL_Barrel_02"
Atlas,Heavy Weapons,01/Common,Balance_HW_ATL_01_Common,TRACKING METHOD,1,1,1,Part_ATL_Marker_01,,
Atlas,Heavy Weapons,01/Common,Balance_HW_ATL_01_Common,TRACKING METHOD,1,1,1,Part_ATL_Marker_02,,
Atlas,Heavy Weapons,01/Common,Balance_HW_ATL_01_Common,TRACKING METHOD,1,1,1,Part_ATL_Marker_03,,
Atlas,Heavy Weapons,01/Common,Balance_HW_ATL_01_Common,FOREGRIP,1,1,1,Part_ATL_Foregrip_01,,
Atlas,Heavy Weapons,01/Common,Balance_HW_ATL_01_Common,FOREGRIP,1,1,1,Part_ATL_Foregrip_02,,
Atlas,Heavy Weapons,01/Common,Balance_HW_ATL_01_Common,FOREGRIP,1,1,1,Part_ATL_Foregrip_03,,
Atlas,Heavy Weapons,01/Common,Balance_HW_ATL_01_Common,GRIP,1,1,1,Part_ATL_Grip_01,,
Atlas,Heavy Weapons,01/Common,Balance_HW_ATL_01_Common,GRIP,1,1,1,Part_ATL_Grip_02,,
Atlas,Heavy Weapons,01/Common,Balance_HW_ATL_01_Common,GRIP,1,1,1,Part_ATL_Grip_03,,
Atlas,Heavy Weapons,01/Common,Balance_HW_ATL_01_Common,WIRE,1,1,1,Part_ATL_Wire_01,,
Atlas,Heavy Weapons,01/Common,Balance_HW_ATL_01_Common,WIRE,1,1,1,Part_ATL_Wire_02,,
Atlas,Heavy Weapons,01/Common,Balance_HW_ATL_01_Common,WIRE,1,1,1,Part_ATL_Wire_03,,
Atlas,Heavy Weapons,01/Common,Balance_HW_ATL_01_Common,SCOPE,1,1,1,Part_ATL_Scope_01,,
Atlas,Heavy Weapons,01/Common,Balance_HW_ATL_01_Common,SCOPE,1,1,1,Part_ATL_Scope_02,,
Atlas,Heavy Weapons,01/Common,Balance_HW_ATL_01_Common,SCOPE,1,1,1,Part_ATL_Scope_03,,
Atlas,Heavy Weapons,01/Common,Balance_HW_ATL_01_Common,MAGAZINE,1,1,1,Part_ATL_Mag_Pod_01,Part_ATL_Barrel_01,
Atlas,Heavy Weapons,01/Common,Balance_HW_ATL_01_Common,MAGAZINE,1,1,1,Part_ATL_Mag_Pod_02,"Part_ATL_Barrel_02, Part_ATL_Barrel_RubysWrath",
Atlas,Heavy Weapons,01/Common,Balance_HW_ATL_01_Common,MAGAZINE,1,1,1,Part_ATL_Mag_Pod_03,"Part_ATL_Barrel_03, Part_ATL_Barrel_Freeman",
Atlas,Heavy Weapons,01/Common,Balance_HW_ATL_01_Common,MATERIAL,1,1,1,Part_ATL_Material_01_Common,,
Atlas,Heavy Weapons,02/Uncommon,Balance_HW_ATL_02_UnCommon,BODY,1,1,1,Part_ATL_Body,,
Atlas,Heavy Weapons,02/Uncommon,Balance_HW_ATL_02_UnCommon,BODY ACCESSORY,1,2,1,Part_ATL_Body_A,Part_ATL_Body,
Atlas,Heavy Weapons,02/Uncommon,Balance_HW_ATL_02_UnCommon,BODY ACCESSORY,1,2,1,Part_ATL_Body_B,Part_ATL_Body,
Atlas,Heavy Weapons,02/Uncommon,Balance_HW_ATL_02_UnCommon,BODY ACCESSORY,1,2,1,Part_ATL_Body_C,Part_ATL_Body,
Atlas,Heavy Weapons,02/Uncommon,Balance_HW_ATL_02_UnCommon,BARREL,1,1,1,Part_ATL_Barrel_01,,
Atlas,Heavy Weapons,02/Uncommon,Balance_HW_ATL_02_UnCommon,BARREL,1,1,1,Part_ATL_Barrel_02,,
